imputed_data_NYU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School,academic_division,Year,Job Relatedness,Salary,Benefits,Job security,Job location,Opportunity_for_advancement,Intellectual_challenge,Level_of_responsibility,Degree_of_independence, Contribution_to_society,Work-life_balance,Prestige_of_employer,Prestige_of_position/job title,Change_in_career,Achievement/effort,Adaptability/flexibility,Analytical_thinking,Attention_to_detail,Concern_for_others,Cooperation,Dependability,Independence,Initiative,Innovation,Integrity,Leadership,Persistence,Resilience,Rigor,Risk-taking,Self-control,Social_orientation,Stress_tolerance,Basic_research,Applied_research,Development,Applying_research,Awareness_cultural,Communicating_ideas,Conducting_research,Critically_analyzing_and_evaluating, Demonstrating_theoretical_and_practical_understanding,Developing_new_ideas, Grant_writing,Influencing_others,Valuing_others,Working_constructively,Navigating_politics,Internship,prepare_job_materials,Individual_development_plan,Comprehensive_examination,Doctoral_dissertation_process,Citizenship,Income,Survey_Year
GSAS,Anthropology,2009,5,2,4,4,4,4,4,2,4,4,1,2,4,0,5,5,5,5,4,4,5,4,4,5,5,4,4,4,5,3,4,4,5,1,0,1,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,U.S. citizen,"$60,000-$69,999",2020
Tandon/Polytechnic,Missing,2009,5,2,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,4,5,4,4,5,4,4,4,4,4,5,4,5,4,5,1,1,1,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,4,3,Permanent U.S. resident (Green card holder),Missing,2020
GSAS,Linguistics,2006,5,2,4,4,2,5,5,2,5,2,2,2,2,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,5,4,4,1,0,1,5,2,5,5,5,5,2,2,4,4,4,2,3,4,4,4,4,U.S. citizen,"$100,000-$149,999",2020
GSAS,Biology,2010,4,4,4,4,4,4,4,4,4,2,5,2,2,4,2,4,4,4,4,4,4,4,2,2,4,2,4,2,4,2,2,2,4,1,0,0,4,2,2,2,4,4,3,2,2,2,4,2,4,3,3,2,4,U.S. citizen,"$100,000-$149,999",2020
GSAS,French Languages & Literatures,1995,5,4,4,4,0,4,4,4,4,4,4,0,4,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,4,3,U.S. citizen,"$90,000-$99,999",2020
GSAS,Neural Science,1997,5,1,1,5,0,1,0,0,0,2,2,1,0,0,1,4,2,5,0,1,4,0,2,0,4,0,1,4,4,0,2,1,4,1,0,0,5,1,2,4,4,4,2,2,2,2,2,1,4,3,3,2,3,U.S. citizen,"$100,000-$149,999",2020
GSAS,Music,2010,5,4,4,4,4,4,4,2,4,2,2,2,2,0,5,4,5,4,4,5,4,4,4,5,4,4,4,5,4,2,5,4,5,1,0,1,5,4,5,4,5,5,5,5,4,4,4,4,3,4,4,4,4,U.S. citizen,"$70,000-$79,999",2020
GSAS,French Languages & Literatures,2004,5,4,4,4,1,4,4,4,4,2,2,2,2,0,5,5,5,5,1,2,4,5,5,2,2,2,5,5,5,2,5,2,5,1,1,1,4,4,2,2,2,4,4,0,2,4,2,1,3,4,3,4,3,U.S. citizen,Missing,2020
GSAS,Basic Medical Sciences,1997,4,2,2,5,4,1,4,2,5,5,5,2,1,0,4,5,4,4,5,5,5,4,5,1,5,4,4,4,2,1,5,4,4,0,0,0,4,0,4,5,4,2,1,0,1,0,4,4,3,3,3,3,3,U.S. citizen,"$150,000 or more",2020
GSAS,Biology,2009,4,5,4,5,1,5,5,5,2,4,4,4,4,5,4,4,5,4,2,4,4,4,5,5,4,4,4,4,4,2,4,4,2,1,1,1,5,5,5,4,5,5,5,2,5,5,5,5,3,2,4,2,4,U.S. citizen,"$150,000 or more",2020
GSAS,Mathematics,2007,4,2,2,2,2,0,4,2,4,4,4,2,4,2,4,4,5,5,2,2,5,4,5,5,4,0,2,1,4,0,2,0,1,0,1,0,2,2,2,2,2,4,2,2,2,2,2,1,3,2,3,3,3,U.S. citizen,"$150,000 or more",2020
GSAS,English,1997,4,4,2,2,4,4,4,4,4,1,2,4,1,1,5,5,4,5,5,5,5,5,5,2,5,5,5,5,5,2,4,5,5,0,1,1,5,4,5,5,5,5,5,2,5,4,5,4,4,4,4,4,4,U.S. citizen,"$150,000 or more",2020
GSAS,History,1994,5,2,5,5,2,4,5,5,2,5,5,2,2,0,4,5,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,1,0,0,4,4,5,2,5,4,2,1,4,5,5,4,3,4,3,3,4,U.S. citizen,"$90,000-$99,999",2020
GSAS,Physics,2009,5,0,2,0,2,1,4,2,4,5,2,4,2,0,5,5,5,2,1,4,4,4,4,4,4,1,5,4,5,2,4,4,2,1,1,0,5,2,2,5,5,5,2,1,1,2,4,1,2,3,2,4,3,Temporary resident (non-U.S. citizen),"$50,000-$59,999",2020
GSAS,Classics,2004,4,4,4,2,2,2,2,2,2,2,1,4,2,1,4,5,4,4,5,4,4,4,4,4,5,4,4,4,4,2,4,2,4,1,1,1,4,0,4,4,4,4,4,4,0,1,1,0,3,3,2,2,4,U.S. citizen,"$90,000-$99,999",2020
GSAS,American Studies,2006,5,2,5,5,1,4,2,2,2,1,1,1,2,0,4,4,5,2,1,4,2,2,2,1,1,1,4,4,4,1,1,2,4,0,0,0,0,2,1,5,4,4,2,0,1,2,2,1,2,1,2,1,1,U.S. citizen,"$70,000-$79,999",2020
GSAS,Psychology,1998,5,4,2,2,1,2,4,1,1,1,2,2,2,0,4,2,5,4,4,2,4,2,2,2,4,1,5,4,4,1,4,2,2,1,0,0,4,1,4,4,5,4,2,4,1,2,4,4,4,4,4,4,4,U.S. citizen,"$80,000-$89,999",2020
GSAS,Psychology,1998,5,2,5,4,2,5,5,5,5,4,5,1,1,1,5,4,5,2,5,5,5,5,4,2,5,4,5,2,5,1,4,4,4,1,1,0,5,2,5,4,5,5,1,1,5,5,5,2,3,3,3,3,4,U.S. citizen,"$100,000-$149,999",2020
GSAS,History,2006,4,0,0,0,4,0,2,2,2,1,2,1,1,2,4,2,5,5,4,4,5,5,5,4,5,2,2,1,5,1,4,1,4,0,1,1,5,5,4,5,5,5,2,5,2,5,4,2,3,0,3,2,4,U.S. citizen,"$20,000-$29,999",2020
GSAS,Linguistics,2007,5,5,5,5,2,4,5,2,4,2,2,2,2,0,4,4,5,3,4,3,5,4,5,3,4,3,4,4,4,2,4,3,4,1,0,1,4,3,3,4,4,3,3,3,3,4,4,3,1,2,2,2,2,U.S. citizen,"$80,000-$89,999",2020
GSAS,History,2002,5,4,5,4,5,5,2,1,4,1,4,2,4,1,2,4,4,2,1,4,2,2,4,4,2,2,2,4,2,2,2,2,2,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,Temporary resident (non-U.S. citizen),"$60,000-$69,999",2020
GSAS,Italian Languages & Literatures,2009,0,4,4,4,4,4,4,2,4,4,4,0,1,4,4,5,5,5,5,5,5,5,5,2,5,2,5,5,4,4,4,5,5,0,0,0,4,2,4,2,4,4,4,0,4,4,2,2,3,3,3,0,2,U.S. citizen,"$60,000-$69,999",2020
GSAS,Hebrew & Judaic Studies,2009,4,2,0,0,2,0,2,0,5,0,5,0,0,0,4,4,4,4,1,2,4,5,4,4,4,0,4,4,1,4,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,Temporary resident (non-U.S. citizen),"$20,000-$29,999",2020
GSAS,Politics,2011,5,4,0,4,2,0,1,0,0,0,2,0,0,0,4,4,4,1,2,4,1,2,4,4,1,4,4,2,2,1,2,2,2,1,0,0,5,1,1,5,5,5,2,0,2,1,0,0,4,1,2,2,1,Temporary resident (non-U.S. citizen),"$30,000-$39,999",2020
Tandon/Polytechnic,Missing,2013,5,3,1,0,4,0,4,5,5,4,5,0,0,0,5,2,5,5,2,5,5,5,2,4,5,5,2,2,4,5,4,1,5,1,1,1,4,2,4,4,4,4,3,2,2,4,3,1,3,1,3,3,2,U.S. citizen,"$150,000 or more",2020
GSAS,Neural Science,2000,5,2,1,2,2,4,5,4,4,4,1,2,2,0,4,2,5,5,2,4,4,4,2,2,5,4,4,4,2,2,1,2,2,1,0,1,4,2,4,4,4,2,2,1,2,2,1,1,3,3,3,2,2,U.S. citizen,"$100,000-$149,999",2020
Tandon/Polytechnic,Missing,2010,2,4,3,2,2,3,3,2,3,2,2,2,3,3,3,4,4,3,3,3,4,4,4,4,4,3,3,3,3,2,3,3,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Temporary resident (non-U.S. citizen),"Less than $20,000",2020
Missing,Missing,Missing,4,3,5,4,3,4,5,4,4,4,3,3,4,4,4,3,4,3,3,3,4,4,4,4,3,3,4,3,4,3,3,3,5,1,1,1,3,3,4,2,4,3,3,3,2,2,3,2,1,3,2,2,3,Missing,Missing,2020
GSAS,Middle Eastern Studies/History,2006,5,4,4,4,4,2,4,1,1,2,2,1,0,1,2,5,5,5,4,5,4,2,5,4,4,4,5,5,5,2,4,4,2,1,1,1,0,2,2,4,2,2,1,2,1,2,0,1,4,3,3,1,4,Permanent U.S. resident (Green card holder),"$100,000-$149,999",2020
GSAS,Anthropology,1994,5,2,4,4,5,4,4,2,4,4,4,4,4,0,5,4,4,4,5,4,5,2,5,5,5,5,2,2,4,2,1,2,1,1,0,1,4,5,5,5,4,4,4,5,4,5,5,2,4,4,3,4,3,U.S. citizen,"$100,000-$149,999",2020
GSAS,Spanish & Portuguese Languages & Literatures,2004,5,4,2,5,4,5,2,5,4,2,0,1,2,0,2,2,2,2,2,2,4,4,2,2,2,2,2,2,4,2,3,2,2,1,1,0,4,1,4,2,4,5,4,1,2,2,2,2,4,3,4,3,4,Permanent U.S. resident (Green card holder),"$90,000-$99,999",2020
GSAS,Italian Languages & Literatures,2009,4,2,1,4,2,1,1,1,2,2,2,1,1,4,4,5,2,2,4,5,5,4,4,1,5,1,5,2,2,0,4,4,5,1,0,1,5,5,5,5,5,5,5,4,5,5,5,5,4,4,3,3,3,Permanent U.S. resident (Green card holder),"$80,000-$89,999",2020
Tandon/Polytechnic,Missing,2015,5,2,2,2,5,2,4,4,5,4,4,1,1,2,4,1,4,4,2,4,2,4,2,4,4,4,4,2,4,1,2,2,4,1,1,1,2,1,2,2,1,2,2,1,2,2,2,1,0,2,2,0,2,Permanent U.S. resident (Green card holder),"$100,000-$149,999",2020
GSAS,Economics,2011,5,2,2,2,2,2,4,2,4,4,2,2,2,1,4,2,5,4,2,4,2,5,4,5,5,2,4,2,4,2,2,2,4,0,1,0,4,2,5,4,5,5,5,1,2,2,5,1,0,4,2,4,4,Temporary resident (non-U.S. citizen),"$150,000 or more",2020
GSAS,Economics,2006,3,4,3,3,2,3,4,3,3,2,3,2,3,1,3,4,4,4,3,3,5,4,4,3,5,3,4,4,4,1,2,3,3,0,0,0,5,4,2,1,5,5,2,0,0,5,4,0,4,3,2,2,2,U.S. citizen,"$150,000 or more",2020
GSAS,Comparative Literature,2011,5,4,2,2,4,0,1,2,2,2,0,4,2,0,2,4,4,2,1,4,0,4,2,2,4,0,2,4,5,0,4,0,4,1,0,0,1,2,4,4,5,4,2,2,1,2,2,0,0,4,4,4,4,Temporary resident (non-U.S. citizen),"$50,000-$59,999",2020
GSAS,Economics,2011,5,5,5,4,1,5,5,5,4,4,2,2,2,0,4,4,5,4,1,5,2,4,2,4,4,2,4,2,5,2,2,1,4,1,1,0,5,2,5,4,5,4,4,1,2,4,2,1,1,3,2,2,4,Missing,Missing,2021
GSAS,Basic Medical Sciences,2008,4,2,4,2,4,4,4,2,2,2,2,1,2,2,1,2,2,4,1,4,4,2,4,1,2,1,2,2,4,1,1,1,2,0,0,0,2,2,2,2,4,3,2,2,2,2,3,1,4,2,1,2,3,Missing,Missing,2021
GSAS,Chemistry,2009,5,3,3,3,4,4,4,4,4,4,4,3,3,2,3,4,4,5,4,4,4,3,3,2,4,2,4,3,3,2,3,3,3,1,1,1,5,2,4,4,4,4,3,2,2,3,3,3,3,3,3,3,4,Missing,Missing,2021
GSAS,French Studies,Missing,5,4,3,4,4,4,3,4,4,4,4,3,3,2,3,4,4,5,5,5,4,3,4,3,4,3,4,3,3,2,4,4,3,1,1,1,4,2,4,4,4,4,4,2,2,3,3,2,3,3,3,3,4,Missing,Missing,2021
GSAS,English,2010,5,2,2,4,2,4,4,4,5,5,2,2,2,0,5,4,5,5,4,5,4,4,5,4,4,3,4,4,5,3,5,4,5,1,1,0,4,3,4,4,5,5,4,2,4,4,4,3,3,3,3,3,4,Missing,Missing,2021
GSAS,Basic Medical Sciences,2006,4,4,5,5,4,5,5,4,5,5,5,5,2,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,1,1,0,4,3,5,4,5,4,4,2,3,3,3,3,4,4,3,2,3,Missing,Missing,2021
GSAS,Economics,2005,5,3,3,3,4,4,4,4,4,4,4,3,3,2,3,4,4,5,4,4,4,3,3,2,4,2,4,3,3,2,3,3,3,1,1,1,5,2,4,4,4,4,3,2,2,3,3,3,3,3,3,3,4,Missing,Missing,2021
GSAS,Philosophy,2006,5,3,4,3,3,3,4,3,3,3,2,2,2,2,4,4,5,5,4,5,4,3,4,2,5,2,4,3,4,2,3,4,4,1,1,0,5,2,4,4,4,4,3,2,2,3,3,3,3,3,3,3,4,Missing,Missing,2021
GSAS,Spanish & Portuguese Languages & Literatures,2004,5,4,5,5,0,5,4,2,4,4,4,1,4,0,5,5,5,4,4,2,2,5,5,5,5,4,2,5,5,5,2,4,5,1,1,1,4,3,4,3,4,4,3,2,4,4,4,3,3,3,3,3,4,Missing,Missing,2021
GSAS,Basic Medical Sciences,2005,4,2,2,2,1,4,5,4,4,5,0,2,1,2,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,4,4,4,5,1,1,1,4,1,4,4,4,2,2,2,1,1,1,1,4,3,3,3,4,U.S. citizen,"$150,000 or more",2021
GSAS,Economics,2006,5,5,5,5,5,5,5,5,5,2,1,1,1,0,5,5,4,5,5,5,5,5,5,2,5,2,5,5,2,2,5,5,5,0,0,1,3,4,4,4,4,4,4,2,4,4,4,3,3,3,4,3,3,Missing,Missing,2021
GSAS,Computational Biology,Missing,5,4,3,4,4,4,3,4,4,4,4,3,3,2,3,4,4,5,5,5,4,3,4,3,4,3,4,3,3,2,4,4,3,1,1,1,4,2,4,4,4,4,4,2,2,3,3,2,3,3,3,3,4,Missing,Missing,2021
GSAS,History,2011,5,4,4,4,2,4,4,4,4,4,4,4,2,1,4,4,4,2,4,4,4,5,2,0,4,2,4,4,4,0,4,4,4,1,0,0,4,2,4,4,4,5,4,4,2,2,2,2,3,3,4,4,4,Missing,Missing,2021
GSAS,English,2003,4,0,0,0,2,2,2,2,4,0,2,0,0,4,4,5,4,5,5,5,5,5,4,4,5,4,4,5,4,4,5,4,2,1,1,1,4,1,4,2,4,2,4,0,1,1,2,0,4,2,2,2,3,Missing,Missing,2021
GSAS,Psychology,2011,5,3,3,3,4,4,4,4,4,4,4,3,3,2,3,4,4,5,4,4,4,3,3,2,4,2,4,3,3,2,3,3,3,1,1,1,5,2,4,4,4,4,3,2,2,3,3,3,3,3,3,3,4,Missing,Missing,2021
GSAS,Germanic Languages & Literatures,2006,4,4,4,2,4,2,2,4,2,4,4,0,0,5,2,4,4,5,4,5,5,1,4,4,5,2,4,2,2,1,2,5,2,1,1,0,4,3,3,4,3,2,2,2,3,3,3,3,4,3,3,3,3,Missing,Missing,2021
GSAS,Basic Medical Sciences,Missing,5,4,3,4,4,4,3,4,4,4,4,3,3,2,3,4,4,5,5,5,4,3,4,3,4,3,4,3,3,2,4,4,3,1,1,1,4,2,4,4,4,4,4,2,2,3,3,2,3,3,3,3,4,Missing,Missing,2021
GSAS,French Languages & Literatures,2009,4,4,4,4,4,5,2,4,0,1,4,2,1,5,3,4,4,4,4,5,4,3,4,3,4,3,4,3,3,2,2,3,2,1,1,0,4,2,3,3,4,3,3,2,3,3,3,1,3,2,3,1,3,Missing,Missing,2021
GSAS,Comparative Literature,2010,0,5,0,4,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,1,0,0,4,4,3,3,4,3,3,3,2,4,4,3,3,3,2,3,3,Missing,Missing,2021
GSAS,Basic Medical Sciences,2000,5,2,2,2,5,4,5,2,2,5,2,0,1,2,4,5,5,5,4,5,5,4,5,5,5,4,5,4,5,2,5,2,4,1,1,1,5,2,5,5,5,5,5,5,5,4,5,2,4,4,3,3,4,U.S. citizen,"$100,000-$149,999",2021
GSAS,Environmental Health Science,2012,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,1,1,0,5,4,5,4,5,4,5,3,4,4,4,4,3,3,3,2,4,Missing,Missing,2021
GSAS,Psychology,Missing,5,4,3,4,4,4,3,4,4,4,4,3,3,2,3,4,4,5,5,5,4,3,4,3,4,3,4,3,3,2,4,4,3,1,1,1,4,2,4,4,4,4,4,2,2,3,3,2,3,3,3,3,4,Missing,Missing,2021
GSAS,East Asian Studies,2006,5,5,4,5,2,1,4,2,4,4,5,4,4,4,4,4,5,5,4,4,2,5,4,2,5,2,5,4,5,4,5,4,5,1,1,0,5,4,4,4,4,5,4,2,4,4,5,3,3,3,3,4,4,Missing,Missing,2021
GSAS,Neural Science,Missing,5,4,3,4,4,4,3,4,4,4,4,3,3,2,3,4,4,5,5,5,4,3,4,3,4,3,4,3,3,2,4,4,3,1,1,1,4,2,4,4,4,4,4,2,2,3,3,2,3,3,3,3,4,Missing,Missing,2021
GSAS,Chemistry,2009,5,3,3,3,4,4,4,4,4,4,4,3,3,2,3,4,4,5,4,4,4,3,3,2,4,2,4,3,3,2,3,3,3,1,1,1,5,2,4,4,4,4,3,2,2,3,3,3,3,3,3,3,4,Missing,Missing,2021
GSAS,Hebrew & Judaic Studies,1995,0,4,4,2,5,2,4,5,5,5,4,1,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,0,0,1,4,3,3,3,4,3,3,2,4,3,2,3,2,2,2,3,2,Missing,Missing,2021
GSAS,Biology,2005,4,4,1,2,4,4,4,4,5,4,5,2,4,1,3,4,4,4,4,4,4,4,4,3,5,3,4,3,3,2,4,3,4,0,1,0,4,2,3,4,4,3,4,1,2,2,4,2,3,3,3,3,3,Missing,Missing,2021
GSAS,Politics,2004,5,3,3,3,4,4,4,4,4,4,4,3,3,2,3,4,4,5,4,4,4,3,3,2,4,2,4,3,3,2,3,3,3,1,1,1,5,2,4,4,4,4,3,2,2,3,3,3,3,3,3,3,4,Missing,Missing,2021
GSAS,Comparative Literature,1999,5,2,4,4,4,0,4,0,2,4,0,2,4,0,4,5,4,4,4,2,4,4,4,2,4,4,4,5,4,0,4,4,5,1,0,0,5,3,4,5,5,5,4,2,4,4,4,3,2,3,3,3,3,Missing,Missing,2021
Missing,Missing,Year,4,3,3,3,3,3,4,3,4,3,3,2,2,1,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,2,4,3,4,1,1,0,4,3,3,4,4,4,3,2,3,3,3,2,2,3,3,2,3,"If you are hiring an early career Ph.D. degree holder to work for you, which of the following experiences do you want the job applicant to have before coming to work for you? (Select all that apply.) - Selected Choice",Year,2022
Missing,Missing,"{""ImportId"":""QID4_TEXT""}",4,3,3,3,3,3,4,3,4,3,3,2,2,1,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,2,4,3,4,1,1,0,4,3,3,4,4,4,3,2,3,3,3,2,2,3,3,2,3,Missing,Missing,2022
Missing,Spanish & Portuguese Languages & Literatures,2006,0,4,1,1,4,2,2,1,4,1,4,1,0,2,4,4,3,4,2,4,4,4,3,2,3,3,4,3,4,1,3,3,4,0,0,0,3,2,4,3,3,2,3,2,2,3,3,2,2,2,2,2,2,Missing,Missing,2021
Missing,"Ancient World, Institute for the Study of",2010,5,3,2,2,4,2,4,3,2,3,2,3,3,0,3,5,5,4,3,4,4,3,5,4,4,3,4,4,4,2,3,3,3,0,0,0,3,2,3,3,4,2,3,2,2,2,2,1,3,2,2,2,3,Missing,Missing,2021
Missing,"Ancient World, Institute for the Study of",2016,4,0,2,3,1,2,0,2,0,3,5,1,5,0,2,4,2,4,2,4,2,2,4,1,0,2,4,2,2,2,2,4,4,0,0,1,1,2,4,4,2,1,1,2,2,2,4,4,2,1,2,1,1,Program or experience to prepare job materials,Missing,2021
Missing,History,2006,4,0,0,5,2,0,2,0,0,2,0,0,0,0,5,5,5,5,5,5,5,5,4,2,2,2,4,0,0,2,5,4,5,1,0,0,5,4,5,5,5,5,5,2,2,5,5,5,4,4,4,3,4,Program or experience to prepare job materials,1984,2021
Missing,Anthropology,2010,4,4,2,2,5,4,5,4,1,4,4,1,1,4,2,5,4,4,2,5,4,2,4,2,4,4,2,4,4,0,1,2,4,1,1,1,4,2,5,1,4,5,5,5,1,2,2,4,4,3,3,2,4,"Internship,Program or experience to prepare job materials",1983,2021
Missing,Cinema Studies,2007,5,2,2,4,1,4,4,2,4,4,4,2,4,0,5,5,5,2,4,0,2,5,2,5,5,5,5,5,5,5,5,2,5,1,0,0,5,5,5,5,2,4,5,2,2,5,2,1,3,3,4,4,4,"International experience outside the U.S.,Study / collaborate at U.S. institution other than their own,Coursework outside their discipline,Program or experience to prepare job materials,Individual Development Plan",1981,2021
Missing,Economics,1999,5,2,0,0,0,0,2,0,4,4,4,1,1,0,4,4,5,2,5,5,2,5,2,4,2,4,4,2,4,2,2,4,2,1,1,0,5,0,1,1,4,5,0,0,1,0,0,0,3,3,2,2,3,"International experience outside the U.S.,Coursework outside their discipline",1970,2021
Missing,Politics,2007,5,1,2,2,4,0,4,4,4,4,4,4,4,0,5,5,1,5,5,5,5,5,5,5,5,4,5,1,5,0,4,4,0,0,0,0,5,4,2,5,5,5,0,0,1,4,1,0,0,0,0,0,3,Missing,1980,2021
Missing,Basic Medical Sciences,1999,4,4,2,4,4,4,5,5,4,5,4,4,2,0,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,4,2,4,1,1,0,4,1,4,4,4,4,4,0,2,4,4,1,3,4,3,2,3,"Study / collaborate at U.S. institution other than their own,Individual Development Plan",1975,2021
Missing,Economics,2006,5,2,2,0,5,5,5,2,5,2,4,4,4,0,5,5,5,5,4,5,0,5,5,5,5,0,5,5,5,5,5,0,5,1,1,0,5,4,5,4,5,5,5,0,2,2,2,0,2,4,4,4,4,Missing,1976,2021
Missing,Music,2009,5,5,5,5,5,5,5,2,5,4,5,5,1,0,5,4,4,4,4,5,4,5,5,5,5,4,4,4,5,4,4,4,4,1,0,0,5,5,5,5,5,4,5,4,5,5,5,5,4,3,4,3,4,"International experience outside the U.S.,Study / collaborate at U.S. institution other than their own,Coursework outside their discipline,Program or experience to prepare job materials",1978,2021
Missing,French Languages & Literatures,2007,4,2,2,5,2,1,1,1,2,2,4,0,1,2,2,2,2,2,4,4,1,2,2,1,5,2,4,2,4,1,4,2,4,1,1,1,5,5,5,5,5,4,4,4,2,4,5,4,3,3,3,4,4,"International experience outside the U.S.,Study / collaborate at U.S. institution other than their own,Program or experience to prepare job materials",1983,2021
Missing,Middle Eastern Studies/History,2011,5,2,2,5,2,2,4,2,1,2,0,0,2,0,4,4,4,5,5,4,5,5,4,2,4,4,5,5,4,2,4,4,5,1,0,0,4,2,1,4,4,4,2,1,2,4,2,2,3,1,2,4,3,"Coursework outside their discipline,Program or experience to prepare job materials",1989,2021
Missing,Comparative Literature,1999,4,2,4,5,5,2,5,4,4,5,2,0,0,0,4,4,2,4,5,4,5,5,4,4,5,4,5,5,2,1,5,4,5,1,1,1,4,1,1,4,4,5,4,0,0,0,1,0,3,0,2,0,1,Missing,1967,2021
Missing,Philosophy,2012,5,2,2,2,1,4,4,2,5,1,4,4,4,4,5,0,5,0,0,1,0,5,2,4,0,1,4,4,4,1,2,1,2,0,1,1,2,1,4,1,2,5,5,0,1,2,2,0,0,4,4,2,4,"Program or experience to prepare job materials,Individual Development Plan",1988,2021
Missing,Basic Medical Sciences,2011,5,1,1,2,5,2,5,2,5,4,1,4,1,0,5,5,5,5,2,5,5,5,5,5,5,4,5,5,5,5,5,2,5,1,1,0,5,1,4,2,5,4,1,4,2,2,0,2,3,4,2,3,3,"Program or experience to prepare job materials,Individual Development Plan",1989,2021
Missing,Psychology,2000,5,4,1,2,4,2,5,2,4,4,5,4,2,2,5,4,5,4,5,4,5,2,4,4,5,4,5,4,5,4,4,4,5,1,1,0,5,4,5,2,5,5,2,2,2,2,4,1,3,3,3,2,3,Missing,1978,2021
Missing,Basic Medical Sciences,2009,5,4,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4,5,2,5,5,5,5,5,5,5,1,1,0,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,Internship,1980,2021
Missing,Chemistry,2007,4,2,4,4,4,5,4,4,4,4,4,4,4,2,5,4,5,4,4,5,4,4,5,5,5,4,5,5,4,4,4,4,5,1,1,1,4,2,4,5,5,4,4,2,2,2,5,0,4,2,3,3,4,"Study / collaborate at U.S. institution other than their own,Individual Development Plan",1985,2021
Missing,Anthropology,2010,4,2,4,4,4,2,2,4,4,5,4,2,2,4,5,5,5,5,5,5,5,1,4,2,5,4,5,4,4,2,4,5,5,0,0,0,4,5,5,5,5,4,1,2,5,2,1,5,4,2,4,3,4,"International experience outside the U.S.,Coursework outside their discipline,Other (please specify)",1988,2021
Missing,Anthropology,2008,3,4,4,4,3,4,4,3,3,3,3,2,4,2,3,4,3,3,3,3,4,3,3,3,2,3,3,3,3,2,3,2,4,1,0,0,1,1,1,2,2,2,2,1,1,1,1,1,3,1,3,2,2,Coursework outside their discipline,1985,2021
Missing,Spanish & Portuguese Languages & Literatures,2005,5,2,4,4,4,4,5,4,4,4,2,2,1,0,4,4,4,4,2,4,2,4,2,2,2,1,4,4,4,1,4,2,4,1,1,0,2,1,2,2,2,2,1,1,1,4,1,1,3,4,4,3,4,International experience outside the U.S.,1982,2021
Missing,History,2006,0,5,2,4,4,4,2,0,4,2,4,0,0,4,5,2,1,5,4,4,5,5,5,4,5,2,5,5,4,1,5,4,4,0,1,1,4,2,4,4,4,4,4,2,4,4,4,1,2,3,3,0,0,Missing,1982,2021
Missing,Environmental Health Science,2000,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,5,4,4,5,4,5,5,4,4,4,2,4,2,4,0,0,1,4,2,4,4,4,4,4,2,4,4,2,2,4,4,4,4,4,"International experience outside the U.S.,Study / collaborate at U.S. institution other than their own,Program or experience to prepare job materials",1978,2021
Missing,History,1998,4,5,0,5,4,4,5,5,5,2,1,4,5,0,4,5,5,5,5,4,5,5,5,4,5,5,5,5,2,1,5,4,5,1,1,0,5,4,4,4,5,5,4,2,2,4,2,1,2,4,3,0,4,"Coursework outside their discipline,Other (please specify)",1900,2021
Missing,History,1999,5,1,1,0,0,0,4,4,4,4,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,1,5,5,5,5,5,0,5,5,0,5,4,3,4,3,3,"Program or experience to prepare job materials,Other (please specify)",Missing,2021
Missing,Neural Science,2006,5,4,2,2,4,4,4,2,2,2,4,1,1,2,4,4,4,4,2,4,4,2,2,2,4,2,4,2,4,2,2,2,2,1,0,0,4,1,2,2,2,2,2,2,2,2,2,1,4,3,2,2,4,Missing,1981,2021
